familia_o_par,archivo_1,archivo_2,pilar,similitud_jaccard,estado_umbral,observacion
Par intra-pilar P08: JEV-P08-001 vs JEV-P08-008,JEV-P08-001,JEV-P08-008,P08,0.4213,APROBADO (<0.50),Shingles compartidos: 300 de 712 totales en ventana 5-gram.
Par intra-pilar P08: JEV-P08-001 vs JEV-P08-009,JEV-P08-001,JEV-P08-009,P08,0.4425,APROBADO (<0.50),Shingles compartidos: 300 de 678 totales en ventana 5-gram.
Par intra-pilar P08: JEV-P08-001 vs JEV-P08-010,JEV-P08-001,JEV-P08-010,P08,0.4404,APROBADO (<0.50),Shingles compartidos: 299 de 679 totales en ventana 5-gram.
Par intra-pilar P08: JEV-P08-001 vs JEV-P08-011,JEV-P08-001,JEV-P08-011,P08,0.4255,APROBADO (<0.50),Shingles compartidos: 297 de 698 totales en ventana 5-gram.
Par intra-pilar P08: JEV-P08-001 vs JEV-P08-012,JEV-P08-001,JEV-P08-012,P08,0.4462,APROBADO (<0.50),Shingles compartidos: 303 de 679 totales en ventana 5-gram.
Par intra-pilar P08: JEV-P08-001 vs JEV-P08-013,JEV-P08-001,JEV-P08-013,P08,0.4308,APROBADO (<0.50),Shingles compartidos: 299 de 694 totales en ventana 5-gram.
Par intra-pilar P08: JEV-P08-001 vs JEV-P08-014,JEV-P08-001,JEV-P08-014,P08,0.4317,APROBADO (<0.50),Shingles compartidos: 297 de 688 totales en ventana 5-gram.
Par intra-pilar P08: JEV-P08-001 vs JEV-P08-015,JEV-P08-001,JEV-P08-015,P08,0.4340,APROBADO (<0.50),Shingles compartidos: 299 de 689 totales en ventana 5-gram.
Par intra-pilar P08: JEV-P08-001 vs JEV-P08-016,JEV-P08-001,JEV-P08-016,P08,0.4362,APROBADO (<0.50),Shingles compartidos: 301 de 690 totales en ventana 5-gram.
Par intra-pilar P08: JEV-P08-001 vs JEV-P08-017,JEV-P08-001,JEV-P08-017,P08,0.4225,APROBADO (<0.50),Shingles compartidos: 297 de 703 totales en ventana 5-gram.
Par intra-pilar P08: JEV-P08-001 vs JEV-P08-018,JEV-P08-001,JEV-P08-018,P08,0.4306,APROBADO (<0.50),Shingles compartidos: 301 de 699 totales en ventana 5-gram.
Par intra-pilar P08: JEV-P08-001 vs JEV-P08-019,JEV-P08-001,JEV-P08-019,P08,0.4438,APROBADO (<0.50),Shingles compartidos: 300 de 676 totales en ventana 5-gram.
Par intra-pilar P08: JEV-P08-001 vs JEV-P08-020,JEV-P08-001,JEV-P08-020,P08,0.4360,APROBADO (<0.50),Shingles compartidos: 300 de 688 totales en ventana 5-gram.
Par intra-pilar P08: JEV-P08-002 vs JEV-P08-003,JEV-P08-002,JEV-P08-003,P08,0.4363,APROBADO (<0.50),Shingles compartidos: 298 de 683 totales en ventana 5-gram.
Par intra-pilar P08: JEV-P08-002 vs JEV-P08-004,JEV-P08-002,JEV-P08-004,P08,0.4329,APROBADO (<0.50),Shingles compartidos: 297 de 686 totales en ventana 5-gram.
Par intra-pilar P08: JEV-P08-002 vs JEV-P08-005,JEV-P08-002,JEV-P08-005,P08,0.4494,APROBADO (<0.50),Shingles compartidos: 302 de 672 totales en ventana 5-gram.
Par intra-pilar P08: JEV-P08-002 vs JEV-P08-006,JEV-P08-002,JEV-P08-006,P08,0.4384,APROBADO (<0.50),Shingles compartidos: 299 de 682 totales en ventana 5-gram.
Par intra-pilar P08: JEV-P08-002 vs JEV-P08-007,JEV-P08-002,JEV-P08-007,P08,0.4355,APROBADO (<0.50),Shingles compartidos: 297 de 682 totales en ventana 5-gram.
Par intra-pilar P08: JEV-P08-002 vs JEV-P08-008,JEV-P08-002,JEV-P08-008,P08,0.4257,APROBADO (<0.50),Shingles compartidos: 298 de 700 totales en ventana 5-gram.
Par intra-pilar P08: JEV-P08-002 vs JEV-P08-009,JEV-P08-002,JEV-P08-009,P08,0.4562,APROBADO (<0.50),Shingles compartidos: 302 de 662 totales en ventana 5-gram.
Par intra-pilar P08: JEV-P08-002 vs JEV-P08-010,JEV-P08-002,JEV-P08-010,P08,0.4474,APROBADO (<0.50),Shingles compartidos: 298 de 666 totales en ventana 5-gram.
Par intra-pilar P08: JEV-P08-002 vs JEV-P08-011,JEV-P08-002,JEV-P08-011,P08,0.4363,APROBADO (<0.50),Shingles compartidos: 298 de 683 totales en ventana 5-gram.
Par intra-pilar P08: JEV-P08-002 vs JEV-P08-012,JEV-P08-002,JEV-P08-012,P08,0.4556,APROBADO (<0.50),Shingles compartidos: 303 de 665 totales en ventana 5-gram.
Par intra-pilar P08: JEV-P08-002 vs JEV-P08-013,JEV-P08-002,JEV-P08-013,P08,0.4355,APROBADO (<0.50),Shingles compartidos: 297 de 682 totales en ventana 5-gram.
Par intra-pilar P08: JEV-P08-002 vs JEV-P08-014,JEV-P08-002,JEV-P08-014,P08,0.4449,APROBADO (<0.50),Shingles compartidos: 299 de 672 totales en ventana 5-gram.
Par intra-pilar P08: JEV-P08-002 vs JEV-P08-015,JEV-P08-002,JEV-P08-015,P08,0.4387,APROBADO (<0.50),Shingles compartidos: 297 de 677 totales en ventana 5-gram.
Par intra-pilar P08: JEV-P08-002 vs JEV-P08-016,JEV-P08-002,JEV-P08-016,P08,0.4496,APROBADO (<0.50),Shingles compartidos: 303 de 674 totales en ventana 5-gram.
Par intra-pilar P08: JEV-P08-002 vs JEV-P08-017,JEV-P08-002,JEV-P08-017,P08,0.4311,APROBADO (<0.50),Shingles compartidos: 297 de 689 totales en ventana 5-gram.
Par intra-pilar P08: JEV-P08-002 vs JEV-P08-018,JEV-P08-002,JEV-P08-018,P08,0.4394,APROBADO (<0.50),Shingles compartidos: 301 de 685 totales en ventana 5-gram.
Par intra-pilar P08: JEV-P08-002 vs JEV-P08-019,JEV-P08-002,JEV-P08-019,P08,0.4620,APROBADO (<0.50),Shingles compartidos: 304 de 658 totales en ventana 5-gram.
Par intra-pilar P08: JEV-P08-002 vs JEV-P08-020,JEV-P08-002,JEV-P08-020,P08,0.4451,APROBADO (<0.50),Shingles compartidos: 300 de 674 totales en ventana 5-gram.
Par intra-pilar P08: JEV-P08-003 vs JEV-P08-004,JEV-P08-003,JEV-P08-004,P08,0.4415,APROBADO (<0.50),Shingles compartidos: 302 de 684 totales en ventana 5-gram.
Par intra-pilar P08: JEV-P08-003 vs JEV-P08-005,JEV-P08-003,JEV-P08-005,P08,0.4368,APROBADO (<0.50),Shingles compartidos: 297 de 680 totales en ventana 5-gram.
Par intra-pilar P08: JEV-P08-003 vs JEV-P08-006,JEV-P08-003,JEV-P08-006,P08,0.4323,APROBADO (<0.50),Shingles compartidos: 297 de 687 totales en ventana 5-gram.
Par intra-pilar P08: JEV-P08-003 vs JEV-P08-007,JEV-P08-003,JEV-P08-007,P08,0.4441,APROBADO (<0.50),Shingles compartidos: 302 de 680 totales en ventana 5-gram.
Par intra-pilar P08: JEV-P08-003 vs JEV-P08-008,JEV-P08-003,JEV-P08-008,P08,0.4341,APROBADO (<0.50),Shingles compartidos: 303 de 698 totales en ventana 5-gram.
Par intra-pilar P08: JEV-P08-003 vs JEV-P08-009,JEV-P08-003,JEV-P08-009,P08,0.4433,APROBADO (<0.50),Shingles compartidos: 297 de 670 totales en ventana 5-gram.
Par intra-pilar P08: JEV-P08-003 vs JEV-P08-010,JEV-P08-003,JEV-P08-010,P08,0.4541,APROBADO (<0.50),Shingles compartidos: 302 de 665 totales en ventana 5-gram.
Par intra-pilar P08: JEV-P08-003 vs JEV-P08-011,JEV-P08-003,JEV-P08-011,P08,0.4365,APROBADO (<0.50),Shingles compartidos: 299 de 685 totales en ventana 5-gram.
Par intra-pilar P08: JEV-P08-003 vs JEV-P08-012,JEV-P08-003,JEV-P08-012,P08,0.4428,APROBADO (<0.50),Shingles compartidos: 298 de 673 totales en ventana 5-gram.
Par intra-pilar P08: JEV-P08-003 vs JEV-P08-013,JEV-P08-003,JEV-P08-013,P08,0.4441,APROBADO (<0.50),Shingles compartidos: 302 de 680 totales en ventana 5-gram.
Par intra-pilar P08: JEV-P08-003 vs JEV-P08-014,JEV-P08-003,JEV-P08-014,P08,0.4581,APROBADO (<0.50),Shingles compartidos: 306 de 668 totales en ventana 5-gram.
Par intra-pilar P08: JEV-P08-003 vs JEV-P08-015,JEV-P08-003,JEV-P08-015,P08,0.4431,APROBADO (<0.50),Shingles compartidos: 300 de 677 totales en ventana 5-gram.
Par intra-pilar P08: JEV-P08-003 vs JEV-P08-016,JEV-P08-003,JEV-P08-016,P08,0.4391,APROBADO (<0.50),Shingles compartidos: 299 de 681 totales en ventana 5-gram.
Par intra-pilar P08: JEV-P08-003 vs JEV-P08-017,JEV-P08-003,JEV-P08-017,P08,0.4354,APROBADO (<0.50),Shingles compartidos: 300 de 689 totales en ventana 5-gram.
Par intra-pilar P08: JEV-P08-003 vs JEV-P08-018,JEV-P08-003,JEV-P08-018,P08,0.4333,APROBADO (<0.50),Shingles compartidos: 299 de 690 totales en ventana 5-gram.
Par intra-pilar P08: JEV-P08-003 vs JEV-P08-019,JEV-P08-003,JEV-P08-019,P08,0.4446,APROBADO (<0.50),Shingles compartidos: 297 de 668 totales en ventana 5-gram.
Par intra-pilar P08: JEV-P08-003 vs JEV-P08-020,JEV-P08-003,JEV-P08-020,P08,0.4368,APROBADO (<0.50),Shingles compartidos: 297 de 680 totales en ventana 5-gram.
Par intra-pilar P08: JEV-P08-004 vs JEV-P08-005,JEV-P08-004,JEV-P08-005,P08,0.4376,APROBADO (<0.50),Shingles compartidos: 298 de 681 totales en ventana 5-gram.
Par intra-pilar P08: JEV-P08-004 vs JEV-P08-006,JEV-P08-004,JEV-P08-006,P08,0.4311,APROBADO (<0.50),Shingles compartidos: 297 de 689 totales en ventana 5-gram.
Par intra-pilar P08: JEV-P08-004 vs JEV-P08-007,JEV-P08-004,JEV-P08-007,P08,0.4471,APROBADO (<0.50),Shingles compartidos: 304 de 680 totales en ventana 5-gram.
Par intra-pilar P08: JEV-P08-004 vs JEV-P08-008,JEV-P08-004,JEV-P08-008,P08,0.4308,APROBADO (<0.50),Shingles compartidos: 302 de 701 totales en ventana 5-gram.
Par intra-pilar P08: JEV-P08-004 vs JEV-P08-009,JEV-P08-004,JEV-P08-009,P08,0.4441,APROBADO (<0.50),Shingles compartidos: 298 de 671 totales en ventana 5-gram.
Par intra-pilar P08: JEV-P08-004 vs JEV-P08-010,JEV-P08-004,JEV-P08-010,P08,0.4550,APROBADO (<0.50),Shingles compartidos: 303 de 666 totales en ventana 5-gram.
Par intra-pilar P08: JEV-P08-004 vs JEV-P08-011,JEV-P08-004,JEV-P08-011,P08,0.4394,APROBADO (<0.50),Shingles compartidos: 301 de 685 totales en ventana 5-gram.
Par intra-pilar P08: JEV-P08-004 vs JEV-P08-012,JEV-P08-004,JEV-P08-012,P08,0.4415,APROBADO (<0.50),Shingles compartidos: 298 de 675 totales en ventana 5-gram.
Par intra-pilar P08: JEV-P08-004 vs JEV-P08-013,JEV-P08-004,JEV-P08-013,P08,0.4449,APROBADO (<0.50),Shingles compartidos: 303 de 681 totales en ventana 5-gram.
Par intra-pilar P08: JEV-P08-004 vs JEV-P08-014,JEV-P08-004,JEV-P08-014,P08,0.4438,APROBADO (<0.50),Shingles compartidos: 300 de 676 totales en ventana 5-gram.
Par intra-pilar P08: JEV-P08-004 vs JEV-P08-015,JEV-P08-004,JEV-P08-015,P08,0.4418,APROBADO (<0.50),Shingles compartidos: 300 de 679 totales en ventana 5-gram.
Par intra-pilar P08: JEV-P08-004 vs JEV-P08-016,JEV-P08-004,JEV-P08-016,P08,0.4336,APROBADO (<0.50),Shingles compartidos: 297 de 685 totales en ventana 5-gram.
Par intra-pilar P08: JEV-P08-004 vs JEV-P08-017,JEV-P08-004,JEV-P08-017,P08,0.4467,APROBADO (<0.50),Shingles compartidos: 306 de 685 totales en ventana 5-gram.
Par intra-pilar P08: JEV-P08-004 vs JEV-P08-018,JEV-P08-004,JEV-P08-018,P08,0.4321,APROBADO (<0.50),Shingles compartidos: 299 de 692 totales en ventana 5-gram.
Par intra-pilar P08: JEV-P08-004 vs JEV-P08-019,JEV-P08-004,JEV-P08-019,P08,0.4454,APROBADO (<0.50),Shingles compartidos: 298 de 669 totales en ventana 5-gram.
Par intra-pilar P08: JEV-P08-004 vs JEV-P08-020,JEV-P08-004,JEV-P08-020,P08,0.4376,APROBADO (<0.50),Shingles compartidos: 298 de 681 totales en ventana 5-gram.
Par intra-pilar P08: JEV-P08-005 vs JEV-P08-006,JEV-P08-005,JEV-P08-006,P08,0.4410,APROBADO (<0.50),Shingles compartidos: 299 de 678 totales en ventana 5-gram.
Par intra-pilar P08: JEV-P08-005 vs JEV-P08-007,JEV-P08-005,JEV-P08-007,P08,0.4402,APROBADO (<0.50),Shingles compartidos: 298 de 677 totales en ventana 5-gram.
Par intra-pilar P08: JEV-P08-005 vs JEV-P08-008,JEV-P08-005,JEV-P08-008,P08,0.4261,APROBADO (<0.50),Shingles compartidos: 297 de 697 totales en ventana 5-gram.
Par intra-pilar P08: JEV-P08-005 vs JEV-P08-009,JEV-P08-005,JEV-P08-009,P08,0.4590,APROBADO (<0.50),Shingles compartidos: 302 de 658 totales en ventana 5-gram.
Par intra-pilar P08: JEV-P08-005 vs JEV-P08-010,JEV-P08-005,JEV-P08-010,P08,0.4480,APROBADO (<0.50),Shingles compartidos: 297 de 663 totales en ventana 5-gram.
Par intra-pilar P08: JEV-P08-005 vs JEV-P08-011,JEV-P08-005,JEV-P08-011,P08,0.4410,APROBADO (<0.50),Shingles compartidos: 299 de 678 totales en ventana 5-gram.
Par intra-pilar P08: JEV-P08-005 vs JEV-P08-012,JEV-P08-005,JEV-P08-012,P08,0.4584,APROBADO (<0.50),Shingles compartidos: 303 de 661 totales en ventana 5-gram.
Par intra-pilar P08: JEV-P08-005 vs JEV-P08-013,JEV-P08-005,JEV-P08-013,P08,0.4381,APROBADO (<0.50),Shingles compartidos: 297 de 678 totales en ventana 5-gram.
Par intra-pilar P08: JEV-P08-005 vs JEV-P08-014,JEV-P08-005,JEV-P08-014,P08,0.4476,APROBADO (<0.50),Shingles compartidos: 299 de 668 totales en ventana 5-gram.
Par intra-pilar P08: JEV-P08-005 vs JEV-P08-015,JEV-P08-005,JEV-P08-015,P08,0.4413,APROBADO (<0.50),Shingles compartidos: 297 de 673 totales en ventana 5-gram.
Par intra-pilar P08: JEV-P08-005 vs JEV-P08-016,JEV-P08-005,JEV-P08-016,P08,0.4501,APROBADO (<0.50),Shingles compartidos: 302 de 671 totales en ventana 5-gram.
Par intra-pilar P08: JEV-P08-005 vs JEV-P08-017,JEV-P08-005,JEV-P08-017,P08,0.4336,APROBADO (<0.50),Shingles compartidos: 297 de 685 totales en ventana 5-gram.
Par intra-pilar P08: JEV-P08-005 vs JEV-P08-018,JEV-P08-005,JEV-P08-018,P08,0.4399,APROBADO (<0.50),Shingles compartidos: 300 de 682 totales en ventana 5-gram.
Par intra-pilar P08: JEV-P08-005 vs JEV-P08-019,JEV-P08-005,JEV-P08-019,P08,0.4604,APROBADO (<0.50),Shingles compartidos: 302 de 656 totales en ventana 5-gram.
Par intra-pilar P08: JEV-P08-005 vs JEV-P08-020,JEV-P08-005,JEV-P08-020,P08,0.4478,APROBADO (<0.50),Shingles compartidos: 300 de 670 totales en ventana 5-gram.
Par intra-pilar P08: JEV-P08-006 vs JEV-P08-007,JEV-P08-006,JEV-P08-007,P08,0.4336,APROBADO (<0.50),Shingles compartidos: 297 de 685 totales en ventana 5-gram.
Par intra-pilar P08: JEV-P08-006 vs JEV-P08-008,JEV-P08-006,JEV-P08-008,P08,0.4219,APROBADO (<0.50),Shingles compartidos: 297 de 704 totales en ventana 5-gram.
Par intra-pilar P08: JEV-P08-006 vs JEV-P08-009,JEV-P08-006,JEV-P08-009,P08,0.4476,APROBADO (<0.50),Shingles compartidos: 299 de 668 totales en ventana 5-gram.
Par intra-pilar P08: JEV-P08-006 vs JEV-P08-010,JEV-P08-006,JEV-P08-010,P08,0.4433,APROBADO (<0.50),Shingles compartidos: 297 de 670 totales en ventana 5-gram.
Par intra-pilar P08: JEV-P08-006 vs JEV-P08-011,JEV-P08-006,JEV-P08-011,P08,0.4344,APROBADO (<0.50),Shingles compartidos: 298 de 686 totales en ventana 5-gram.
Par intra-pilar P08: JEV-P08-006 vs JEV-P08-012,JEV-P08-006,JEV-P08-012,P08,0.4449,APROBADO (<0.50),Shingles compartidos: 299 de 672 totales en ventana 5-gram.
Par intra-pilar P08: JEV-P08-006 vs JEV-P08-013,JEV-P08-006,JEV-P08-013,P08,0.4336,APROBADO (<0.50),Shingles compartidos: 297 de 685 totales en ventana 5-gram.
Par intra-pilar P08: JEV-P08-006 vs JEV-P08-014,JEV-P08-006,JEV-P08-014,P08,0.4430,APROBADO (<0.50),Shingles compartidos: 299 de 675 totales en ventana 5-gram.
Par intra-pilar P08: JEV-P08-006 vs JEV-P08-015,JEV-P08-006,JEV-P08-015,P08,0.4431,APROBADO (<0.50),Shingles compartidos: 300 de 677 totales en ventana 5-gram.
Par intra-pilar P08: JEV-P08-006 vs JEV-P08-016,JEV-P08-006,JEV-P08-016,P08,0.4391,APROBADO (<0.50),Shingles compartidos: 299 de 681 totales en ventana 5-gram.
Par intra-pilar P08: JEV-P08-006 vs JEV-P08-017,JEV-P08-006,JEV-P08-017,P08,0.4292,APROBADO (<0.50),Shingles compartidos: 297 de 692 totales en ventana 5-gram.
Par intra-pilar P08: JEV-P08-006 vs JEV-P08-018,JEV-P08-006,JEV-P08-018,P08,0.4292,APROBADO (<0.50),Shingles compartidos: 297 de 692 totales en ventana 5-gram.
Par intra-pilar P08: JEV-P08-006 vs JEV-P08-019,JEV-P08-006,JEV-P08-019,P08,0.4489,APROBADO (<0.50),Shingles compartidos: 299 de 666 totales en ventana 5-gram.
Par intra-pilar P08: JEV-P08-006 vs JEV-P08-020,JEV-P08-006,JEV-P08-020,P08,0.4368,APROBADO (<0.50),Shingles compartidos: 297 de 680 totales en ventana 5-gram.
Par intra-pilar P08: JEV-P08-007 vs JEV-P08-008,JEV-P08-007,JEV-P08-008,P08,0.4333,APROBADO (<0.50),Shingles compartidos: 302 de 697 totales en ventana 5-gram.
Par intra-pilar P08: JEV-P08-007 vs JEV-P08-009,JEV-P08-007,JEV-P08-009,P08,0.4468,APROBADO (<0.50),Shingles compartidos: 298 de 667 totales en ventana 5-gram.
Par intra-pilar P08: JEV-P08-007 vs JEV-P08-010,JEV-P08-007,JEV-P08-010,P08,0.4577,APROBADO (<0.50),Shingles compartidos: 303 de 662 totales en ventana 5-gram.
Par intra-pilar P08: JEV-P08-007 vs JEV-P08-011,JEV-P08-007,JEV-P08-011,P08,0.4420,APROBADO (<0.50),Shingles compartidos: 301 de 681 totales en ventana 5-gram.
Par intra-pilar P08: JEV-P08-007 vs JEV-P08-012,JEV-P08-007,JEV-P08-012,P08,0.4463,APROBADO (<0.50),Shingles compartidos: 299 de 670 totales en ventana 5-gram.
Par intra-pilar P08: JEV-P08-007 vs JEV-P08-013,JEV-P08-007,JEV-P08-013,P08,0.4476,APROBADO (<0.50),Shingles compartidos: 303 de 677 totales en ventana 5-gram.
Par intra-pilar P08: JEV-P08-007 vs JEV-P08-014,JEV-P08-007,JEV-P08-014,P08,0.4464,APROBADO (<0.50),Shingles compartidos: 300 de 672 totales en ventana 5-gram.
Par intra-pilar P08: JEV-P08-007 vs JEV-P08-015,JEV-P08-007,JEV-P08-015,P08,0.4444,APROBADO (<0.50),Shingles compartidos: 300 de 675 totales en ventana 5-gram.
Par intra-pilar P08: JEV-P08-007 vs JEV-P08-016,JEV-P08-007,JEV-P08-016,P08,0.4361,APROBADO (<0.50),Shingles compartidos: 297 de 681 totales en ventana 5-gram.
Par intra-pilar P08: JEV-P08-007 vs JEV-P08-017,JEV-P08-007,JEV-P08-017,P08,0.4388,APROBADO (<0.50),Shingles compartidos: 301 de 686 totales en ventana 5-gram.
Par intra-pilar P08: JEV-P08-007 vs JEV-P08-018,JEV-P08-007,JEV-P08-018,P08,0.4304,APROBADO (<0.50),Shingles compartidos: 297 de 690 totales en ventana 5-gram.
Par intra-pilar P08: JEV-P08-007 vs JEV-P08-019,JEV-P08-007,JEV-P08-019,P08,0.4481,APROBADO (<0.50),Shingles compartidos: 298 de 665 totales en ventana 5-gram.
Par intra-pilar P08: JEV-P08-007 vs JEV-P08-020,JEV-P08-007,JEV-P08-020,P08,0.4402,APROBADO (<0.50),Shingles compartidos: 298 de 677 totales en ventana 5-gram.
Par intra-pilar P08: JEV-P08-008 vs JEV-P08-009,JEV-P08-008,JEV-P08-009,P08,0.4323,APROBADO (<0.50),Shingles compartidos: 297 de 687 totales en ventana 5-gram.
Par intra-pilar P08: JEV-P08-008 vs JEV-P08-010,JEV-P08-008,JEV-P08-010,P08,0.4471,APROBADO (<0.50),Shingles compartidos: 304 de 680 totales en ventana 5-gram.
Par intra-pilar P08: JEV-P08-008 vs JEV-P08-011,JEV-P08-008,JEV-P08-011,P08,0.4259,APROBADO (<0.50),Shingles compartidos: 299 de 702 totales en ventana 5-gram.
Par intra-pilar P08: JEV-P08-008 vs JEV-P08-012,JEV-P08-008,JEV-P08-012,P08,0.4319,APROBADO (<0.50),Shingles compartidos: 298 de 690 totales en ventana 5-gram.
Par intra-pilar P08: JEV-P08-008 vs JEV-P08-013,JEV-P08-008,JEV-P08-013,P08,0.4333,APROBADO (<0.50),Shingles compartidos: 302 de 697 totales en ventana 5-gram.
Par intra-pilar P08: JEV-P08-008 vs JEV-P08-014,JEV-P08-008,JEV-P08-014,P08,0.4342,APROBADO (<0.50),Shingles compartidos: 300 de 691 totales en ventana 5-gram.
Par intra-pilar P08: JEV-P08-008 vs JEV-P08-015,JEV-P08-008,JEV-P08-015,P08,0.4302,APROBADO (<0.50),Shingles compartidos: 299 de 695 totales en ventana 5-gram.
Par intra-pilar P08: JEV-P08-008 vs JEV-P08-016,JEV-P08-008,JEV-P08-016,P08,0.4304,APROBADO (<0.50),Shingles compartidos: 300 de 697 totales en ventana 5-gram.
Par intra-pilar P08: JEV-P08-008 vs JEV-P08-017,JEV-P08-008,JEV-P08-017,P08,0.4249,APROBADO (<0.50),Shingles compartidos: 300 de 706 totales en ventana 5-gram.
Par intra-pilar P08: JEV-P08-008 vs JEV-P08-018,JEV-P08-008,JEV-P08-018,P08,0.4209,APROBADO (<0.50),Shingles compartidos: 298 de 708 totales en ventana 5-gram.
Par intra-pilar P08: JEV-P08-008 vs JEV-P08-019,JEV-P08-008,JEV-P08-019,P08,0.4336,APROBADO (<0.50),Shingles compartidos: 297 de 685 totales en ventana 5-gram.
Par intra-pilar P08: JEV-P08-008 vs JEV-P08-020,JEV-P08-008,JEV-P08-020,P08,0.4302,APROBADO (<0.50),Shingles compartidos: 299 de 695 totales en ventana 5-gram.
Par intra-pilar P08: JEV-P08-009 vs JEV-P08-010,JEV-P08-009,JEV-P08-010,P08,0.4571,APROBADO (<0.50),Shingles compartidos: 298 de 652 totales en ventana 5-gram.
Par intra-pilar P08: JEV-P08-009 vs JEV-P08-011,JEV-P08-009,JEV-P08-011,P08,0.4476,APROBADO (<0.50),Shingles compartidos: 299 de 668 totales en ventana 5-gram.
Par intra-pilar P08: JEV-P08-009 vs JEV-P08-012,JEV-P08-009,JEV-P08-012,P08,0.4632,APROBADO (<0.50),Shingles compartidos: 302 de 652 totales en ventana 5-gram.
Par intra-pilar P08: JEV-P08-009 vs JEV-P08-013,JEV-P08-009,JEV-P08-013,P08,0.4468,APROBADO (<0.50),Shingles compartidos: 298 de 667 totales en ventana 5-gram.
Par intra-pilar P08: JEV-P08-009 vs JEV-P08-014,JEV-P08-009,JEV-P08-014,P08,0.4544,APROBADO (<0.50),Shingles compartidos: 299 de 658 totales en ventana 5-gram.
Par intra-pilar P08: JEV-P08-009 vs JEV-P08-015,JEV-P08-009,JEV-P08-015,P08,0.4502,APROBADO (<0.50),Shingles compartidos: 298 de 662 totales en ventana 5-gram.
Par intra-pilar P08: JEV-P08-009 vs JEV-P08-016,JEV-P08-009,JEV-P08-016,P08,0.4569,APROBADO (<0.50),Shingles compartidos: 302 de 661 totales en ventana 5-gram.
Par intra-pilar P08: JEV-P08-009 vs JEV-P08-017,JEV-P08-009,JEV-P08-017,P08,0.4421,APROBADO (<0.50),Shingles compartidos: 298 de 674 totales en ventana 5-gram.
Par intra-pilar P08: JEV-P08-009 vs JEV-P08-018,JEV-P08-009,JEV-P08-018,P08,0.4464,APROBADO (<0.50),Shingles compartidos: 300 de 672 totales en ventana 5-gram.
Par intra-pilar P08: JEV-P08-009 vs JEV-P08-019,JEV-P08-009,JEV-P08-019,P08,0.4698,APROBADO (<0.50),Shingles compartidos: 303 de 645 totales en ventana 5-gram.
Par intra-pilar P08: JEV-P08-009 vs JEV-P08-020,JEV-P08-009,JEV-P08-020,P08,0.4568,APROBADO (<0.50),Shingles compartidos: 301 de 659 totales en ventana 5-gram.
Par intra-pilar P08: JEV-P08-010 vs JEV-P08-011,JEV-P08-010,JEV-P08-011,P08,0.4498,APROBADO (<0.50),Shingles compartidos: 300 de 667 totales en ventana 5-gram.
Par intra-pilar P08: JEV-P08-010 vs JEV-P08-012,JEV-P08-010,JEV-P08-012,P08,0.4521,APROBADO (<0.50),Shingles compartidos: 297 de 657 totales en ventana 5-gram.
Par intra-pilar P08: JEV-P08-010 vs JEV-P08-013,JEV-P08-010,JEV-P08-013,P08,0.4577,APROBADO (<0.50),Shingles compartidos: 303 de 662 totales en ventana 5-gram.
Par intra-pilar P08: JEV-P08-010 vs JEV-P08-014,JEV-P08-010,JEV-P08-014,P08,0.4566,APROBADO (<0.50),Shingles compartidos: 300 de 657 totales en ventana 5-gram.
Par intra-pilar P08: JEV-P08-010 vs JEV-P08-015,JEV-P08-010,JEV-P08-015,P08,0.4545,APROBADO (<0.50),Shingles compartidos: 300 de 660 totales en ventana 5-gram.
Par intra-pilar P08: JEV-P08-010 vs JEV-P08-016,JEV-P08-010,JEV-P08-016,P08,0.4459,APROBADO (<0.50),Shingles compartidos: 297 de 666 totales en ventana 5-gram.
Par intra-pilar P08: JEV-P08-010 vs JEV-P08-017,JEV-P08-010,JEV-P08-017,P08,0.4529,APROBADO (<0.50),Shingles compartidos: 303 de 669 totales en ventana 5-gram.
Par intra-pilar P08: JEV-P08-010 vs JEV-P08-018,JEV-P08-010,JEV-P08-018,P08,0.4400,APROBADO (<0.50),Shingles compartidos: 297 de 675 totales en ventana 5-gram.
